category,subcategory,question,answer
JAMINAN KESEHATAN,PESERTA,Siapa saja peserta BPJS Kesehatan ?,"Pekerja Penerima Upah :, , - PPU Penyelenggara Negara, Pekerja Penerima Upah Penyelenggara Negara (PPU PN) adalah setiap warga negara Republik Indonesia yang telah memenuhi syarat yang ditentukan, diangkat oleh pejabat yang berwenang dan diserahi tugas dalam suatu jabatan negara, atau diserahi tugas negara lainnya, dan digaji berdasarkan peraturan perundang-undangan yang berlaku., Peserta PPU PN meliputi istri/suami yang sah dan maksimal 3 (tiga) orang anak, dengan kriteria:, - Tidak atau belum pernah menikah atau tidak mempunyai penghasilan sendiri., - Belum berusia 21 (dua puluh satu) tahun atau belum berusia 25 (dua puluh lima) tahun yang masih melanjutkan pendidikan formal., Apabila anak ke-1 (kesatu) sampai dengan anak ke-3 (ketiga) sudah tidak ditanggung, maka status anak tersebut dapat digantikan oleh anak berikutnya sesuai dengan urutan kelahiran dengan jumlah maksimal yang ditanggung adalah 3 (tiga) orang anak yang sah., , - Pegawai Negeri Sipil, Pegawai Negeri Sipil (PNS) adalah warga Indonesia yang memenuhi syarat tertentu, diangkat sebagai Pegawai Aparatur Sipil Negara secara tetap oleh pejabat pembina kepegawaian untuk menduduki jabatan pemerintahan., Adapun PNS dikelompokkan menjadi:, - PNS Pusat adalah PNS yang gajinya dibebankan pada Anggaran Pendapatan dan Belanja Negara (APBN) dan bekerja pada kementerian/lembaga, kesekretariatan lembaga tinggi negara, instansi vertikal di daerah provinsi/kabupaten/kota, kepaniteraan pengadilan, atau PNS dipekerjakan untuk tugas negara lainnya., - PNS Diperbantukan adalah PNS yang diperbantukan pada instansi pusat lainnya atau daerah provinsi/kabupaten/kota atau Badan Usaha Milik Negara (BUMN)/Badan Usaha Milik Daerah (BUMD) yang gajinya dibayar oleh instansi yang menerima perbantuan., - PNS Dipekerjakan adalah PNS yang dipekerjakan pada instansi pusat lainnya atau daerah provinsi/kabupaten/kota atau instansi lainnya yang gajinya dibayar oleh instansi induknya., - PNS Daerah adalah PNS daerah provinsi/kabupaten/kota yang gajinya dibebankan pada Anggaran Pendapatan dan Belanja Daerah (APBD) dan bekerja pada pemerintah daerah provinsi/kabupaten/kota., - PNS TNI adalah PNS TNI Angkatan Darat, TNI Angkatan Laut, dan TNI Angkatan Udara yang gajinya dibebankan pada APBN., - PNS Polri adalah PNS pada Kepolisian Negara Republik Indonesia yang gajinya dibebankan pada APBN., , - Prajurit, Prajurit adalah anggota Tentara Nasional Indonesia., , - Anggota Polri, Anggota Kepolisian Negara Republik Indonesia yang selanjutnya disebut Anggota Polri adalah Anggota Polri sebagaimana dalam Undang-Undang yang mengatur mengenai Kepolisian Negara Republik Indonesia., , - Pejabat Negara, Pejabat Negara adalah pimpinan dan anggota lembaga negara sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 dan pejabat lainnya yang ditentukan oleh Undang-Undang., , PBU Pemda :, Penduduk yang didaftarkan oleh Pemerintah Daerah (PBPU Pemda) adalah penduduk yang belum diikutsertakan sebagai peserta Program Jaminan Kesehatan, yang didaftarkan dan ditetapkan oleh pemerintah daerah provinsi atau pemerintah daerah kabupaten/kota ke dalam Program Jaminan Kesehatan yang dikelola BPJS Kesehatan. Pendaftaran penduduk tersebut dilakukan berdasarkan Perjanjian Kerja Sama (PKS) antara BPJS Kesehatan dengan pemerintah daerah provinsi dan/atau pemerintah kabupaten/kota., , Pekerja Bukan Penerima Upah & Bukan Pekerja :, , - Pekerja Bukan Penerima Upah, Pekerja Bukan Penerima Upah (PBPU) adalah setiap orang yang bekerja atau berusaha atas risiko sendiri. Peserta PBPU wajib mendaftarkan dirinya dan anggota keluarga sebagaimana terdaftar dalam Kartu Keluarga (suami/istri/anak/anggota keluarga lain). Pendaftaran dilakukan di kelas rawat yang sama untuk seluruh anggota keluarga yang terdaftar dalam Kartu Keluarga., Bagi pendaftaran peserta PBPU atau peserta Bukan Pekerja yang dilakukan secara sendiri-sendiri, maka pembayaran iuran pertamanya dapat dilakukan paling cepat 14 (empat belas) hari kalender sejak pendaftaran dan dinyatakan layak berdasarkan verifikasi pendaftaran, dan selambat-lambatnya 30 (tiga puluh) hari sejak pendaftaran melalui mekanisme autodebit., , - Bukan Pekerja, Bukan Pekerja (BP) adalah setiap orang yang bukan termasuk kelompok PPU, PBPU, PBI Jaminan Kesehatan, dan penduduk yang didaftarkan oleh pemerintah daerah., , Penerima Bantuan Iuran :, Penerima Bantuan Iuran-Jaminan Kesehatan (PBI-JK), merupakan program Jaminan Kesehatan bagi fakir miskin dan orang tidak mampu yang iurannya dibayar oleh Pemerintah Pusat melalui APBN dan Pemerintah Daerah melalui APBD."
JAMINAN KESEHATAN,MANFAAT,Apa saja pelayanan BPJS Kesehatan yang dapat dimanfaatkan ?,"- Pelayanan Kesehatan Tingkat Pertama, Pelayanan Kesehatan Tingkat Pertama adalah pelayanan kesehatan perorangan yang bersifat non spesialistik (primer) meliputi pelayanan rawat jalan dan rawat inap yang diberikan oleh Fasilitas Kesehatan Tingkat Pertama (FKTP) :, - Puskesmas atau yang setara, - Praktik Mandiri Dokter, - Praktik Mandiri Dokter Gigi, - Klinik pratama atau yang setara, termasuk Fasilitas Kesehatan Tingkat Pertama (FKTP) milik TNI/Polri, - Rumah Sakit Kelas D Pratama atau yang setara, - Fasilitas kesehatan penunjang seperti apotek dan laboratorium., , - Rawat Jalan Tingkat Pertama, Merupakan pelayanan kesehatan perorangan yang bersifat non spesialistik yang dilaksanakan pada FKTP untuk keperluan observasi, diagnosis, pengobatan, dan/atau pelayanan kesehatan lainnya., Jenis pelayanan RJTP meliputi: administrasi pelayanan, termasuk biaya administrasi pendaftaran peserta untuk berobat, penyediaan, dan pemberian surat rujukan ke FKRTL untuk penyakit yang tidak dapat ditangani di FKTP, pelayanan promotif dan preventif perorangan, meliputi kegiatan penyuluhan kesehatan perorangan, imunisasi rutin, keluarga berencana, skrining riwayat kesehatan dan pelayanan penapisan atau skrining kesehatan tertentu, dan pelayanan Program Pengelolaan Penyakit Kronis, - Pemeriksaan, pengobatan, dan konsultasi medis, - Pemeriksaan ibu hamil, nifas, ibu menyusui, bayi dan anak balita, - Tindakan medis non spesialistik, baik operatif maupun non operatif, - Pelayanan obat, alat kesehatan, dan bahan medis habis pakai, - Pemeriksaan penunjang diagnostik laboratorium tingkat pratama, - Pelayanan Program Rujuk Balik, , - Rawat Inap Tingkat Pertama, Manfaat yang ditanggung:, 1. Pendaftaran dan administrasi, 2. Akomodasi rawat inap, 3. Pemeriksaan, pengobatan dan konsultasi medis, 4. Tindakan medis non spesialistik, baik operatif maupun non operatif, 5. Pelayanan kebidanan, ibu, bayi dan balita meliputi : , - Persalinan pervaginam bukan risiko tinggi, - Persalinan dengan komplikasi dan/atau penyulit pervaginam bagi Puskesmas PONED (Pelayanan Obstetri Neonatus Emergensi Dasar), - Pertolongan neonatal dengan komplikasi, 6. Pelayanan obat dan bahan medis habis pakai, 7. Pemeriksaan penunjang diagnostik laboratorium tingkat pratama., , - Pelayanan Kesehatan Rujukan Tingkat Lanjutan, Pelayanan Kesehatan Rujukan Tingkat Lanjutan adalah upaya pelayanan kesehatan perorangan yang bersifat spesialistik atau sub spesialistik yang meliputi rawat jalan tingkat lanjutan, rawat inap tingkat lanjutan, dan rawat inap di ruang perawatan khusus, yang diberikan oleh:, - Klinik utama atau yang setara., - Rumah Sakit Umum baik milik Pemerintah maupun Swasta, - Rumah Sakit Khusus, - Faskes Penunjang: Apotik, Optik dan Laboratorium, , - Rawat Jalan Tingkat Lanjut, Manfaat yang ditanggung :, 1. Administrasi pelayanan, 2. Pemeriksaan, pengobatan, dan konsultasi medis dasar yang dilakukan di unit gawat darurat, 3. Pemeriksaan, pengobatan, dan konsultasi spesialistik, 4. Tindakan medis spesialistik, baik bedah maupun non bedah sesuai dengan indikasi medis, 5. Pelayanan obat, alat kesehatan dan bahan medis habis pakai, 6. Pelayanan penunjang diagnostik lanjutan (laboratorium, radiologi dan penunjang diagnostik lainnya) sesuai dengan indikasi medis, 7. Rehabilitasi medis, 8. Pelayanan darah., , - Rawat Inap Tingkat Lanjut, Manfaat yang ditanggung, 1. Perawatan inap non intensif, 2. Perawatan inap intensif (ICU, ICCU, NICU, PICU)."
JAMINAN KESEHATAN,IURAN,Kapan pembayaran iuran paling lambat ?,Pembayaran iuran paling lambat tanggal 10 (sepuluh) setiap bulan
JAMINAN KESEHATAN,IURAN,Berapa besar iuran yang harus di bayar peserta BPJS Kesehatan ?,"1. Bagi peserta Penerima Bantun Iuran (PBI) Jaminan Kesehatan iuran dibayar oleh Pemerintah., 2. Iuran bagi Peserta Pekerja Penerima Upah yang bekerja pada Lembaga Pemerintahan terdiri dari Pegawai Negeri Sipil, anggota TNI, anggota Polri, pejabat negara, dan pegawai pemerintah non pegawai negeri sebesar 5% (lima persen) dari Gaji atau Upah per bulan dengan ketentuan : 4% (empat persen) dibayar oleh pemberi kerja dan 1% (satu persen) dibayar oleh peserta., 3. Iuran bagi Peserta Pekerja Penerima Upah yang bekerja di BUMN, BUMD dan Swasta sebesar 5% ( lima persen) dari Gaji atau Upah per bulan dengan ketentuan : 4% (empat persen) dibayar oleh Pemberi Kerja dan 1% (satu persen) dibayar oleh Peserta., 4. Iuran untuk keluarga tambahan Pekerja Penerima Upah yang terdiri dari anak ke 4 dan seterusnya, ayah, ibu dan mertua, besaran iuran sebesar sebesar 1% (satu persen) dari dari gaji atau upah per orang per bulan, dibayar oleh pekerja penerima upah., 5. Iuran bagi kerabat lain dari pekerja penerima upah (seperti saudara kandung/ipar, asisten rumah tangga, dll); peserta pekerja bukan penerima upah serta iuran peserta bukan pekerja adalah sebesar:, 1. Sebesar Rp. 42.000, - (empat poluh dua ribu rupiah) per orang per bulan dengan manfaat pelayanan di ruang perawatan Kelas III., Khusus untuk kelas III, bulan Juli - Desember 2020, peserta membayar iuran sebesar Rp. 25.500, -. Sisanya sebesar Rp 16.500,- akan dibayar oleh pemerintah sebagai bantuan iuran., Per 1 Januari 2021, iuran peserta kelas III yaitu sebesar Rp 35.000,-, sementara pemerintah tetap memberikan bantuan iuran sebesar Rp 7.000,-., 2. Sebesar Rp. 100.000,- (seratus ribu rupiah) per orang per bulan dengan manfaat pelayanan di ruang perawatan Kelas II., 3. Sebesar Rp. 150.000,- (seratus lima puluh ribu rupiah) per orang per bulan dengan manfaat pelayanan di ruang perawatan Kelas I., 6. Iuran Jaminan Kesehatan bagi Veteran, Perintis Kemerdekaan, dan janda, duda, atau anak yatim piatu dari Veteran atau Perintis Kemerdekaan, iurannya ditetapkan sebesar 5% (lima persen) dari 45% (empat puluh lima persen) gaji pokok Pegawai Negeri Sipil golongan ruang III/a dengan masa kerja 14 (empat belas) tahun per bulan, dibayar oleh Pemerintah., 7. Pembayaran iuran paling lambat tanggal 10 (sepuluh) setiap bulan, , Tidak ada denda keterlambatan pembayaran iuran terhitung mulai tanggal 1 Juli 2016. Denda dikenakan apabila dalam waktu 45 (empat puluh lima) hari sejak status kepesertaan diaktifkan kembali, peserta yang bersangkutan memperoleh pelayanan kesehatan rawat inap. Berdasarkan Perpres No. 64 Tahun 2020, besaran denda pelayanan sebesar 5% (lima persen) dari biaya diagnosa awal pelayanan kesehatan rawat inap dikalikan dengan jumlah bulan tertunggak dengan ketentuan:, 1. Jumlah bulan tertunggak paling banyak 12 (dua belas) bulan., 2. Besaran denda paling tinggi Rp30.000.000,00 (tiga puluh juta rupiah)., 3. Bagi Peserta PPU pembayaran denda pelayanan ditanggung oleh pemberi kerja."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftar Menjadi Peserta PBI JK ?,Pendaftaran dilakukan melalui pendataan oleh Kementerian Sosial/Dinas Sosial Kabupaten/Kota. yang selanjutnya ditetapkan melalui Keputusan Menteri Sosial dan didaftarkan oleh Kementerian Kesehatan kepada BPJS Kesehatan.
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftar Menjadi Peserta dari Penduduk Yang Didaftarkan Oleh Pemerintah Daerah ?,"Pendaftaran dilakukan melalui pendataan oleh Pemerintah Daerah, yang selanjutnya didaftarkan kepada BPJS Kesehatan sesuai dengan perjanijian kerjasama antara Pemerintah Kabupaten/Kota dengan BPJS Kesehatan."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftar Menjadi Peserta PPU Penyelenggara Negara ?,"Pendaftaran dilakukan secara kolektif oleh PIC satuan kerja (satker) dan dapat juga dilakukan secara perorangan., , 1. Syarat pendaftaran apabila pendaftaran dilakukan secara perorangan yaitu dengan menunjukkan:, - Kartu Tanda Penduduk (KTP) atau Kartu Keluarga, - SK Kepangkatan/pengangkatan terakhir dari Kementerian/Lembaga/Kepala Dinas (jika ada perubahan), - Daftar gaji yang mencantumkan gaji pokok dan tunjangan dan dilegalisasi oleh pimpinan unit kerja, - Penetapan Pengadilan Negeri untuk anak angkat (jika belum tercantum dalam Kartu Keluarga), - Surat keterangan dari sekolah/ Perguruan Tinggi (bagi anak usia di atas 21 tahun s.d. 25 tahun) yang berlaku 1 (satu) tahun; atau bukti pembayaran uang pendidikan yang masih berlaku sampai dengan bulan pengaktifan., 2. Pendaftaran diutamakan secara kolektif dilakukan melalui registrasi entitas satuan kerja oleh masing-masing PIC satuan kerja. Kemudian, pendaftaran pekerja dan anggota keluarganya dilakukan melalui proses migrasi dengan mengisi FDIPE (Formulir Daftar Isian Peserta Elektronik).Khusus untuk kepesertaan dari Kepala Desa dan Perangkat Desa proses pendaftaran dan perubahan data dilakukan secara kolektif oleh penanggung jawab Pemerintah Daerah melalui sistem informasi yang telah disediakan oleh BPJS Kesehatan., , Masa berlaku kepesertaan mengikuti periode masa jabatan Kepala Desa dan Perangkat Desa/masa bakti DPRD/masa kerja PPPK."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,"Bagaimana Mendaftar Menjadi Peserta PPU Penyelenggara Negara (BUMN, BUMD dan BU Swasta) ?","Pendaftaran dapat dilakukan secara kolektif oleh pemberi kerja/PIC masing-masing Badan Usaha melalui sistem informasi yang telah disediakan oleh BPJS Kesehatan atau dengan cara melengkapi Formulir Daftar Isian Peserta Elektronik (FDIPE) yang diisi sesuai ketentuan yang berlaku dan disahkan oleh pimpinan perusahaan untuk dimigrasikan di Kantor BPJS Kesehatan., , Syarat pendaftaran Badan Usaha antara lain:, No. Nama Badan Usaha/Badan Hukum Lainnya Dasar Verifikasi Badan NPWP Registrasi, 1 Perseroan Terbatas (PT) NIB/Surat Izin Usaha/Tanda Daftar Perusahaan Badan, 2 Firma NIB/Surat Izin Badan/Perorangan, 3 CV NIB/Surat Izin Badan/Perorangan, 4 Usaha Mikro Kecil NIB/Surat Izin Usaha Mikro Kecil/Surat Izin lainnya sesuai kebijakan dengan Pemerintah Setempat Badan/Perorangan, 5 Perusahaan Asing NIB/MOU/PKS dengan Pemerintah Badan, 6 Yayasan Akta Yayasan Badan, 7 LSM Akta Yayasan Badan, 8 LSM Asing MOU/PKS dengan Pemerintah Badan, 9 Rumah Ibadah/Asosiasi Akta Pendirian -, 10 Organisasi lainnya Akta Pendirian -, , Catatan:, 1. NIB: Nomor Induk Berusaha, 2. Badan Usaha baru yang sedang mengurus izin operasional dapat melampirkan Akta Pendirian Badan Usaha., 3. Bagi Badan Usaha yang sedang memperpanjang izin operasional dapat melampirkan izin operasional lama."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftar Menjadi Peserta PBPU/BP Selain Penyelenggara Negara ?,"Pendaftaran dapat dilakukan secara perorangan maupun kolektif dengan cara mengisi Formulir Daftar Isian Peserta (FDIP) beserta persyaratannya., , 1. Syarat pendaftaran apabila pendaftaran dilakukan secara perorangan yaitu dengan menunjukkan:, 1. Kartu Tanda Penduduk atau Kartu Keluarga, 2. Buku tabungan Bank yang melayani autodebit BNI, BRI,BTN, Mandiri dan BCA (dapat menggunakan rekening tabungan Kepala Keluarga/ anggota keluarga dalam Kartu Keluarga/ penanggung), 3. Paspor dan surat izin kerja yang diterbitkan instansi berwenang bagi Warga Negara Asing, Calon peserta dapat melakukan pembayaran iuran pertama dalam waktu paling cepat 14 (empat belas) hari atau paling lambat 30 (tiga puluh) hari setelah pendaftaran., 2. Pendaftaran secara kolektif dimungkinkan untuk Mahasiswa dari Perguruan tinggi atau lembaga sejenis, Siswa/santri dari Sekolah/ Pesantren atau lembaga sejenis, Saksi dan Korban dalam Perlindungan Lembaga Hukum, Penghuni Lembaga Permasyarakatan Negara, Panti Sosial, Lembaga atau Badan Amal, Lembaga/ Yayasan atau Badan Sosial, Koperasi Berbadan Hukum serta Program CSR Badan Usaha dengan cara melengkapi Formulir Daftar Isian Peserta Elektronik (FDIPE) yang diisi sesuai ketentuan yang berlaku untuk dimigrasikan di Kantor BPJS Kesehatan."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftar Menjadi Peserta Bukan Pekerja (BP) Penyelenggara Negara ?,"Pendaftaran dapat dilakukan secara perorangan maupun kolektif., Syarat pendaftaran meliputi:, 1. Asli KTP, 2. Fotokopi Kartu Keluarga, 3. Asli/Fotokopi surat tanda bukti penerima pensiun atau Kartu KARP, 4. Asli/Fotokopi surat tanda bukti penerima pensiun atau Kartu Tanda Peserta ASABRI (Hanya untuk PP Pejabat Negara, PP PNS Pusat/Daerah, PP TNI, PP POLRI.), 5. Asli/Fotokopi piagam petikan SK Pengesahan Gelar Kehormatan Veteran (Hanya untuk Kemerdekaan, Veteran.), 6. Asli/Fotokopi Surat Keputusan Janda/Duda/Anak Yatim/Anak Piatu dan/atau Anak Yatim Piatu, 7. Surat Keterangan dari sekolah/perguruan tinggi bagi anak berusia lebih dari 21 tahun hingga 25 tahun."
JAMINAN KESEHATAN,PROSEDUR PENDAFTARAN,Bagaimana Mendaftarkan Bayi Baru Lahir ?,"Ketentuan umum administrasi kepesertaan bagi bayi baru lahir antara lain:, , 1. Bayi baru lahir dari Peserta JKN-KIS wajib didaftarkan kepada BPJS Kesehatan dan membayar iuran paling lambat 28 (dua puluh delapan) hari sejak dilahirkan;, 2. Status bayi baru lahir akan aktif setelah dilakukan pembayaran iuran;, 3. Bayi baru lahir yang sudah terdaftar sebagai peserta JKN KIS wajib melakukan pemutakhiran data NIK Padan Dukcapil paling lambat 3 (tiga) bulan sejak dilahirkan;, 4. Pendaftaran bayi yang berusia lebih dari 3 bulan wajib memiliki NIK yang terdaftar pada Dukcapil;, 5. Peserta yang tidak mendaftar dan membayar iuran bayi baru lahir paling lama 28 hari sejak dilahirkan dikenakan kewajiban membayar iuran sejak bayi dilahirkan dan dikenakan sanksi sebagaimana sanksi atas keterlambatan pembayaran iuran., , Mekanisme administrasi pendaftaran bayi baru lahir sebagai peserta JKN-KIS mengacu pada ketentuan masing-masing jenis kepesertaan yaitu:, , 1. Peserta PBI Jaminan Kesehatan, Bayi yang dilahirkan oleh Ibu Kandung yang terdaftar sebagai peserta PBI JK secara otomatis ditetapkan sebagai peserta PBI JK sesuai dengan ketentuan peraturan perundang-undangan yang berlaku., , Peserta dari penduduk yang di daftarkan oleh Pemerintah Daerah (PD Pemda), mengacu kepada Perjanjian Kerja Sama (PKS) antara BPJS Kesehatan dengan Pemerintah Daerah dan dilakukan melalui Dinas Kesehatan/ Dinas Sosial Kabupaten/ Kota., , Syarat dan Cara Pendaftaran Bayi Baru Lahir:, 1. Menunjukkan nomor JKN dan data kependudukan ibu;, 2. Surat keterangan kelahiran dari Bidan/RS/Fasilitas Kesehatan atau tenaga penolong persalinan., , 2. Peserta PPU, Bayi baru lahir anak pertama sampai dengan ketiga dapat didaftarkan setelah bayi dilahirkan dan kepesertaannya langsung aktif mengacu pada status keaktifan orang tua PPU. Pendaftaran bisa dilakukan secara kolektif melalui Instansi/ Badan Usaha., Syarat dan Cara Pendaftaran Bayi Baru Lahir anak pertama sampai dengan ketiga:, 1. Menunjukkan nomor JKN dan data kependudukan ibu;, 2. Surat keterangan kelahiran dari Bidan/RS/Fasilitas Kesehatan atau tenaga penolong persalinan;, 3. Bayi baru lahir yang berusia lebih dari 3 bulan wajib memiliki NIK yang terdaftar pada Dukcapil., , 3. Peserta PBPU & BP, Bayi baru lahir peserta PBPU dan BP dapat didaftarkan dengan syarat:, 1. Menunjukkan nomor JKN dan data kependudukan ibu;, 2. Surat keterangan kelahiran dari Bidan/RS/Fasilitas Kesehatan atau tenaga penolong persalinan;, 3. Jika peserta belum melakukan autodebit tabungan dilengkapi dengan Buku rekening tabungan BNI, BRI, BTN, Mandiri dan BCA (dapat menggunakan rekening tabungan Kepala Keluarga/Anggota Keluarga dalam Kartu Keluarga/Penanggung);, 4. Melakukan perubahan data bayi selambat- lambatnya 3 (tiga) bulan setelah kelahiran yang meliputi nama, tanggal lahir, jenis kelamin, dan NIK."
LAYANAN,ALAMAT,Dimana alamat kantor pusat BPJS Kesehatan ?,"Kantor Pusat BPJS Kesehatan beralamat Jl. Letjen Suprapto Kav.20 No.14, Kel. Cempaka Putih Timur, Kec. Cempaka Putih, Kota Jakarta Pusat - Daerah Khusus Jakarta 10510"
LAYANAN,ALAMAT,Dimana alamat kantor kedeputian wilayah BPJS Kesehatan ?,"Untuk alamat kantor Kedeputian Wilayah dari BPJS Kesehatan dapat di cek pada link berikut:, https://www.bpjs-kesehatan.go.id/#/layanan-alamat-bpjs-kesehatan?tab=kedeputian-wilayah-i"
LAYANAN,PROGRAM REHAB,Apa itu program REHAB ?,REHAB merupakan program yang memberikan keringanan dan kemudahan bagi peserta. Program ini dikhususkan untuk segmen pekerja bukan penerima upah (PBPU) dan peserta bukan pekerja (BP) yang memiliki tunggakan iuran agar dapat melakukan pembayaran iuran secara bertahap.
LAYANAN,PROGRAM REHAB,Apa saja syarat program REHAB ?,"Syarat dan ketentuan bagi peserta yang ingin ikut Program REHAB Iuran BPJS Kesehatan adalah:, , 1. Peserta memiliki tunggakan lebih dari 3 bulan (4-24 bulan), 2. Mendaftar melalui aplikasi Mobile JKN atau BPJS Kesehatan Care Center 165, 3. Pendaftaran dapat dilakukan sampai dengan tanggal 28 bulan berjalan kecuali bulan Februari pendaftaran sampai dengan tanggal 27, 4. Maksimal periode pembayaran bertahap adalah 12 tahapan"
LAYANAN,PROGRAM REHAB,Bagaimana cara pendaftaran program REHAB ?,"Seluruh proses pendaftaran program Rehab BPJS Kesehatan dilakukan melalui aplikasi Mobile JKN. Caranya:, , 1. Buka aplikasi Mobile JKN, 2. Pilih ""Rencana Pembayaran Bertahap"", 3. Akan muncul informasi mengenai program Rehab, total tunggakan, syarat dan ketentuan, 4. Akan muncul simulasi tagihan yang dapat dipilih oleh peserta, 5. Peserta melakukan persetujuan syarat dan ketentuan program Rehab. , 6. Apabila pendaftaran berhasil, peserta kemudian tinggal membayar cicilan sesuai dengan ketentuan simulasi pembayaran yang dipilih, , Sebagai informasi, pembayaran tunggakan ini juga memperhitungkan tunggakan satu keluarga. Artinya, peserta program Rehab tidak perlu lagi melakukan pendaftaran program Rehab untuk setiap anggota keluarga."
LAYANAN,PROGRAM PESIAR,Apa itu program Pesiar ?,"Dalam rangka mewujudkan Universal Health Coverage Jaminan Kesehatan Nasional, mengacu pada Rencana Pembangunan Jangka Menengah Jaminan Sosial (RPJMN) tahun 2020-2024 dimana pada tahun 2024 cakupan kepesertaan di Indonesia wajib mencapai minimal 98% dari total penduduk yang ada di Indonesia dan selaras dengan Sustainable Development Goals (SDGs) Desa sebagai arah kebijakan prioritas pembangunan Desa dimana dalam upaya percepatan pencapaian SDGs Desa salah satu wujud dalam peningkatan pelayanan dasar yaitu melalui Desa Peduli Kesehatan. , Dalam upaya Desa Peduli Kesehatan, terdapat 15 Program dimana salah satunya yaitu BPJS Kesehatan mencapai 100% penduduk. Pencapaian SDGs Desa dimaksud dapat disinergikan dengan Program Petakan, Sisir, Advokasi, dan Registrasi (PESIAR) melalui pemanfaatan Dana Desa sesuai Peraturan Menteri Desa Pembangunan Daerah Tertinggal dan Transmigrasi Republik Indonesia Nomor 8 Tahun 2022 dalam rangka perluasan kepesertaan sampai tingkat Desa sebagai upaya pencapaian cakupan kepesertaan., Untuk memastikan seluruh penduduk mulai dari tingkat Desa/Kelurahan telah terdaftar dan aktif sebagai peserta JKN sehingga memberikan manfaat bagi suatu wilayah secara merata kepada penduduknya untuk memiliki Jaminan Kesehatan Nasional yang dikelola oleh BPJS Kesehatan dalam kepastian perlindungan dari risiko sakit serta untuk mendukung tercapainya Universal Health Coverage di masing-masing wilayah, maka lahirlah Program PESIAR yang merupakan suatu kegiatan social marketing terencana dalam rangka rekrutmen Peserta dan meningkatkan keaktifan peserta JKN yang dilakukan pihak ketiga yang ditugaskan atas rekomendasi Perangkat Daerah terkait., Program PESIAR merupakan singkatan dari 4 aktivitas utama, yaitu:, , 1. Petakan, Upaya pemetaan data potensi penduduk yang belum menjadi Peserta JKN, Peserta JKN yang sudah tidak aktif karena PHK, Peserta Menunggak dan peserta JKN non aktif berdasarkan berbagai variable data sebagai potensi penduduk yang akan direkrut sebagai Peserta., , 2. Sisir, Mekanisme kunjungan terorganisir berdasarkan wilayah sesuai hasil pemetaan data potensi target peserta yang akan direkrut., , 3. Advokasi, Upaya persuasi dan edukasi mengenai hak, kewajiban dan prosedur yang dilakukan kepada stakeholder terkait, untuk mendorong penduduk memahami pentingnya jaminan kesehatan (konsep protection, sharing and compliance) hingga bersedia mendaftar menjadi Peserta JKN dan mengajak orang lain (word of mouth) untuk menjadi Peserta JKN., , 4. Registrasi, Mendaftarkan penduduk yang telah diadvokasi menjadi Peserta JKN dan memastikan peserta melakukan pembayaran iuran pertama."
KONTAK,CARE CENTER,Dimana kontak kantor BPJS Kesehatan ?,"Kantor Pusat BPJS Kesehatan, Jl. Letjen Suprapto Kav. 20 No.14, Jakarta Pusat 10510, Telp. 021 421 2938, , Care Center 165"
INFORMASI PUBLIK,GOOD GOVERNANCE,Bagaimana implementasi good governance di BPJS Kesehatan ?,"BPJS Kesehatan menyadari arti pentingnya implementasi Tata Kelola yang Baik (Good Governance) dalam meningkatkan profesionalisme pengelolaan dana jaminan dan layanan kesehatan sekaligus menjaga pertumbuhan serta menjamin kesinambungan penyediaan jaminan kesehatan kepada seluruh rakyat Indonesia. Oleh karena itu, BPJS Kesehatan berkomitmen untuk menerapkan Tata Kelola yang Baik (Good Governance) secara konsisten, termasuk diantaranya adalah dengan menyusun Pedoman Sistem Manajemen Anti Penyuapan yang sesuai dengan standar SNI ISO 37001: 2016 SMAP"
INFORMASI PUBLIK,GOOD GOVERNANCE,Dimana dapat melihat (Laporan Harta Kekayaan Penyelenggara Negara) LKHPN penyelenggara negara di lingkungan BPJS Kesehatan ?,"Duta BPJS Kesehatan yang merupakan Penyelenggara Negara wajib melaporkan seluruh harta kekayaan yang dimiliki kepada Komisi Pemberantasan Korupsi pada saat pengangkatan, selama dan setelah memangku jabatannya. , , Penyelenggara Negara di Lingkungan BPJS Kesehatan terdiri dari Dewan Pengawas, Direksi dan Pejabat yang menduduki jabatan struktural dan fungsional dengan pangkat minimal asisten manager. , , Pelaporan LHKPN dilaksanakan melalui https://elhkpn.kpk.go.id"
