category,subcategory,question,answer
PENERIMA UPAH,PENGERTIAN UMUM,Apa yang dimaksud dengan Pekerja Penerima Upah?,"Pekerja Penerima Upah (PU) adalah Setiap orang yang bekerja dengan menerima gaji, upah, atau imbalan dalam bentuk lain dari pemberi kerja. (termasuk WNA yang bekerja paling singkat enam bulan di Indonesia)."
PENERIMA UPAH,PENGERTIAN UMUM,Program apa saja yang dapat diikuti oleh peserta penerima upah?,Peserta penerima upah dapat mengikuti 5 (lima) program BPJS Ketenagakerjaan secara bertahap kepada badan usaha/pemberi kerja sesuai skala usaha yang ditetapkan.
PENERIMA UPAH,PENGERTIAN UMUM,Apa saja kriteria peserta penerima upah?,"Memiliki pemberi kerja, sesuai UU No. 24 Tahun 2011 Pasal 1 Ayat 9 Pemberi Kerja adalah orang perseorangan, pengusaha, badan hukum, atau badan lainnya yang mempekerjakan tenaga kerja atau penyelenggara negara yang mempekerjakan pegawai negeri dengan membayar gaji, upah, atau imbalan dalam bentuk lainnya. (termasuk non ASN) Memiliki pekerja, yang bekerja dengan menerima gaji, upah, atau imbalan dalam bentuk lain Memiliki hubungan kerja. Hubungan kerja adalah hubungan antara pengusaha dengan pekerja/buruh berdasarkan perjanjian kerja, yang mempunyai unsur pekerjaan, upah, dan perintah."
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimanakah penahapan kepesertaan BPJS Ketenagakerjaan?,"Berdasarkan segmen peserta, skala usaha dan jenis programnya, penahapan kepesertaan dapat dijelaskan sebagai berikut:, Berdasarkan Segmen Peserta Tabel 1. Penahapan berdasarkan segmen peserta Berdasarkan Skala Usaha Jenis skala usaha berdasarkan aset omset ditentukan sesuai PP No.7 Tahun 2021 Tabel 2. Penahapan berdasarkan skala usaha *Nilai aset tidak termasuk tanah dan bangunan *Ditentukan pada kondisi tertinggi yang memenuhi pada salah satu di antara aset omset. Contoh, jika Aset < 1 Miliar, tapi Omset >2 Miliar maka menjadi Usaha Kecil. Berdasarkan iuran Tabel 3. Penahapan berdasarkan iuran Berdasarkan tenaga kerja Tabel 4. Penahapan berdasarkan tenaga kerja"
PENERIMA UPAH,PENGERTIAN UMUM,Apakah badan usaha diperbolehkan memilih jenis program yang ingin didaftarkan? Bagaimana penentuan jenis kepesertaan program yang wajib diikuti oleh badan usaha?,"Program yang berlaku untuk badan usaha/pemberi kerja sudah ditetapkan sesuai dengan ketentuan penetapan skala usaha., Penahapan kepesertaan program sekurang-kurangnya mengikuti ketentuan pada Perpres No. 109 Tahun 2013 dan diperkenankan melebihi kepesertaan program yang berlaku."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah badan usaha/pemberi kerja yang turun skala usahanya dapat mengurangi kepesertaan program Jaminan Pensiun?,"Dalam hal terjadi perubahan skala usaha, pemberi kerja tidak dapat mengurangi hak pekerja untuk melanjutkan program Jaminan Pensiun yang diikutinya. Badan usaha/pemberi kerja yang sudah menjadi peserta program Jaminan Pensiun tidak dapat berhenti/mengundurkan diri dari kepesertaan program Jaminan Pensiun."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah badan usaha/pemberi kerja wajib mendaftarkan karyawannya di BPJS Ketenagakerjaan?,Pemberi kerja wajib mendaftarkan dirinya dan pekerjanya sebagai peserta kepada BPJS Ketenagakerjaan secara bertahap sesuai dengan program Jaminan Sosial yang diikutinya.
PENERIMA UPAH,PENGERTIAN UMUM,Sejak kapan status kepesertaan berlaku dan mendapat perlindungan untuk badan usaha yang baru mendaftar?,Kepesertaan awal badan usaha dinyatakan sah dan berlaku sejak formulir pendaftaran diterima dan iuran pertama sudah dibayar lunas (cash basis).
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana cara mengecek status kepesertaan BPJS Ketenagakerjaan masih aktif/non aktif?,"Peserta dapat mengecek status kepesertaannya dengan cara:, Aplikasi JMO Menghubungi Pusat Layanan Masyarakat (Contact Center) 175 Melalui Kantor Cabang BPJS Ketenagakerjaan terdekat dengan menunjukkan KTP dan Kartu Peserta."
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana cara mengurus perubahan status kepesertaan untuk tenaga kerja sudah berhenti bekerja/resign namun status kepesertaan masih aktif?,Tenaga kerja dapat menghubungi HRD badan usaha/pemberi kerja untuk melakukan non aktif kepesertaan di BPJS Ketenagakerjaan. Kemudian badan usaha/pemberi kerja membuat laporan F1B kepada BPJS Ketenagakerjaan untuk melakukan proses non aktif atau dapat melalui aplikasi SIPP Online.
PENERIMA UPAH,PENGERTIAN UMUM,"Apabila tenaga kerja sudah resign dan bekerja kembali, apakah saldo JHT di badan usaha/pemberi kerja lama hilang dan bagaimana status kepesertaannya?","Saldo tenaga kerja tidak hilang. Apabila tenaga kerja bekerja kembali di badan usaha/pemberi kerja baru, maka tenaga kerja wajib melaporkan kepesertaan sebelumnya kepada badan usaha/pemberi kerja yang baru sehingga tenaga kerja dapat melanjutkan kepesertaan di badan usaha/pemberi kerja yang baru dengan kartu yang lama. Status kepesertaan tenaga kerja dihitung mulai saat tenaga kerja pertama kali didaftarkan dengan kartu tersebut (kartu lama)."
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana jika ingin mengkonfirmasi perihal RSJHT tenaga kerja di badan usaha/pemberi kerja yang belum diberikan BPJS Ketenagakerjaan?,Badan usaha/pemberi kerja dapat berkoordinasi dengan petugas BPJS Ketenagakerjaan Pembina di Kantor Cabang terdaftar atau dapat menggunakan aplikasi JMO yang dapat diakses melalui smartphone dan melalui website BPJS Ketenagakerjaan pada menu Layanan Peserta.
PENERIMA UPAH,PENGERTIAN UMUM,Dimana peserta dapat memperoleh rekapan rincian JHT/RSJHT apabila cabang kepesertaan tidak mencetak RSJHT secara manual?,RSJHT tahunan bisa didapatkan melalui aplikasi JMO yang dapat diakses melalui smartphone dan melalui website BPJS Ketenagakerjaan pada menu Layanan Peserta apabila peserta sudah terdaftar.
PENERIMA UPAH,PENGERTIAN UMUM,"Apabila badan usaha/pemberi kerja melakukan pendaftaran di bulan Januari namun iuran pertama baru dibayarkan di bulan selanjutnya, bagaimanakah status kepesertaannya?","Kepesertaan awal badan usaha/pemberi kerja dinyatakan sah dan berlaku sejak formulir pendaftaran diterima dan iuran pertama sudah dibayar lunas (cash basis). Apabila tanggal iuran pertama lunas tidak sesuai dengan tanggal awal kepesertaan sebagaimana dinyatakan pada formulir F1 PU, maka tanggal awal kepesertaan disesuaikan dengan Bulan Tahun (BLTH) tanggal iuran pertama lunas."
PENERIMA UPAH,PENGERTIAN UMUM,Berapakah besaran rate Jaminan Kecelakaan Kerja (JKK) yang berlaku?,"Iuran JKK bagi peserta penerima upah dikelompokkan dalam 5 (lima) kelompok tingkat risiko lingkungan kerja, meliputi: Tingkat risiko sangat rendah: 0,24% (nol koma dua puluh empat persen) dari upah sebulan Tingkat risiko rendah: 0,54% (nol koma lima puluh empat persen) dari upah sebulan Tingkat risiko sedang: 0,89% (nol koma delapan puluh sembilan persen) dari upah sebulan Tingkat risiko tinggi: 1,27% (satu koma dua puluh tujuh persen) dari upah sebulan Tingkat risiko sangat tinggi: 1,74% (satu koma tujuh puluh empat persen) dari upah sebulan."
PENERIMA UPAH,PENGERTIAN UMUM,Berapa besaran rate Jaminan Hari Tua (JHT) yang harus dibayarkan?,"Iuran JHT bagi peserta penerima upah yang bekerja pada pemberi kerja selain penyelenggara negara sebesar 5,7% (lima koma tujuh persen) dari Upah, dengan ketentuan:, 2% (dua persen) ditanggung oleh pekerja 3,7% (tiga koma tujuh persen) ditanggung oleh pemberi kerja."
PENERIMA UPAH,PENGERTIAN UMUM,Berapa besaran rate Jaminan Kematian (JKM) yang harus dibayarkan?,"Iuran JKM bagi peserta penerima upah yaitu sebesar 0,30% (Nol koma tiga puluh persen) dari upah sebulan."
PENERIMA UPAH,PENGERTIAN UMUM,Berapa besaran rate Jaminan Pensiun (JP) yang harus dibayarkan?,"Iuran JP bagi peserta penerima upah yang bekerja pada pemberi kerja selain penyelenggara negara sebesar 3% dari upah, dengan ketentuan:, 1% (satu persen) ditanggung oleh pekerja 2% (dua persen) ditanggung oleh pemberi kerja."
PENERIMA UPAH,PENGERTIAN UMUM,Apa yang dimaksud Perusahaan Daftar Sebagian (PDS) tenaga kerja?,"PDS tenaga kerja adalah pemberi kerja/badan usaha/pemberi kerja tidak mendaftarkan seluruh Pekerjanya sesuai ketentuan yang berlaku atau hanya mendaftar sebagian pekerjanya. Misalnya badan usaha/pemberi kerja mempunyai 1000 pekerja, namun hanya 800 pekerja saja menjadi peserta."
PENERIMA UPAH,PENGERTIAN UMUM,Apa yang dimaksud Perusahaan Daftar Sebagian (PDS) upah?,"PDS upah adalah jika badan usaha/pemberi kerja melaporkan upah Pekerjanya tidak sesuai dengan yang sebenarnya. Misalnya pekerja A mempunyai upah bulanan Rp 4.000.000,- namun hanya dilaporkan kepada BPJS Ketenagakerjaan sebesar Rp 3.000.000,-."
PENERIMA UPAH,PENGERTIAN UMUM,Sanksi apa yang diberikan apabila badan usaha/pemberi kerja tidak mendaftar BPJS Ketenagakerjaan?,perizinan terkait usaha izin yang diperlukan dalam mengikuti tender proyek izin memperkerjakan tenaga kerja asing izin badan usaha/pemberi kerja penyedia jasa pekerja/buruh atau Izin Mendirikan Bangunan (IMB).
PENERIMA UPAH,PENGERTIAN UMUM,"Apabila badan usaha/pemberi kerja telah mempunyai program Pensiun tersendiri, apakah wajib mendaftarkan pekerja ikut program Jaminan Pensiun BPJS Ketenagakerjaan?","Prinsip kepesertaan bersifat wajib, dimaksudkan agar seluruh pekerja dapat terlindungi. Badan usaha/pemberi kerja wajib ikut program Jaminan Pensiun untuk seluruh pekerjanya sesuai penahapan kepesertaan. Badan usaha/pemberi kerja skala usaha menengah dan besar wajib ikut program Jaminan Pensiun terhitung 1 Juli 2015, sedangkan badan usaha/pemberi kerja skala kecil dan mikro diperbolehkan mengikuti program Jaminan Pensiun."
PENERIMA UPAH,PENGERTIAN UMUM,Berapa batas usia maksimal untuk mendaftarkan kepesertaan Jaminan Pensiun?,Usia maksimal pendaftaran program Jaminan Pensiun adalah 1 (satu) bulan sebelum usia pensiun yang berlaku.
PENERIMA UPAH,PENGERTIAN UMUM,Berapakah usia pensiun yang ditetapkan BPJS Ketenagakerjaan?,"Usia pensiun untuk pertama kali ditetapkan 56 tahun Mulai 1 Januari 2019, usia pensiun menjadi 57 tahun dan pada tahun 2022 usia pensiun menjadi 58 (lima puluh delapan) tahun Usia pensiun selanjutnya bertambah 1 (satu) tahun untuk setiap 3 (tiga) tahun berikutnya sampai mencapai usia pensiun 65 (enam puluh lima) tahun."
PENERIMA UPAH,PENGERTIAN UMUM,Kapan manfaat Jaminan Pensiun dapat diterima oleh tenaga kerja?,"Jaminan Pensiun diterima bagi peserta yang memasuki usia pensiun, peserta dapat memilih untuk menerima manfaat pensiun pada saat mencapai usia pensiun atau pada saat berhenti bekerja dengan ketentuan paling lama 3 (tiga) tahun setelah usia pensiun."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah peserta mendapatkan informasi perkembangan status kepesertaan Jaminan Pensiun?,Setiap tahun peserta akan mendapatkan informasi terkait kepesertaan Program Jaminan Pensiun dan masa iuran yang ditampilkan dalam Rincian Saldo Jaminan Hari Tua Jaminan Pensiun (RSJHT-JP). RSJHT-JP dapat diakses melalui aplikasi JMO.
PENERIMA UPAH,PENGERTIAN UMUM,Apakah kepesertaan Jaminan Pensiun dapat dilanjutkan pada saat peserta sudah memasuki usia pensiun?,Kepesertaan Jaminan Pensiun dapat dilanjutkan sampai dengan berhenti bekerja dengan ketentuan paling lama 3 (tiga) tahun setelah usia pensiun.
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana kebijakan penerima manfaat untuk suami dan istri yang bekerja dan ikut dalam kepesertaan Jaminan Pensiun?,"Dalam hal suami dan istri bekerja, maka suami dan istri wajib didaftarkan pada masing-masing pemberi kerja; Suami dan istri menerima manfaat Jaminan Pensiun sesuai tempat pendaftaran kepesertaan. Suami/istri dan anaknya dapat didaftarkan sebagai penerima manfaat baik atas kepesertaan suami maupun istri."
PENERIMA UPAH,PENGERTIAN UMUM,Kapan kepesertaan program Jaminan Pensiun efektif berakhir?,"Kepesertaan Jaminan Pensiun berakhir apabila tenaga kerja meninggal dunia dan mengalami cacat total tetap. Khusus untuk tenaga kerja yang telah masuk usia pensiun, maka akan diberikan waktu maksimal 2 (dua) tahun setelah masuk usia pensiun untuk proses pengajuan Jaminan Pensiun."
PENERIMA UPAH,PENGERTIAN UMUM,Kapan kepesertaan program Jaminan Pensiun efektif dimulai?,Kepesertaan pada program Jaminan Pensiun mulai berlaku sejak pekerja terdaftar dan iuran pertama telah dibayarkan dan disetorkan oleh pemberi kerja selain penyelenggara negara kepada BPJS Ketenagakerjaan.
PENERIMA UPAH,PENGERTIAN UMUM,Apakah kepesertaan jaminan pensiun dapat dilanjutkan di badan usaha/pemberi kerja baru/lain?,Kepesertaan jaminan pensiun peserta dapat dilanjutkan meskipun pindah badan usaha/pemberi kerja.
PENERIMA UPAH,PENGERTIAN UMUM,Apa yang dimaksud dengan SPUP?,"SPUP adalah Surat Pemberitahuan Usia Pensiun, yang akan dikirimkan oleh BPJS Ketenagakerjaan mengirimkan kepada tenaga kerja melalui badan usaha/pemberi kerja paling lama saat 3 (tiga) bulan sebelum usia pensiun. SPUP berisi informasi masa iuran, jatuh tempo pensiun, dan data penerima manfaat. Apabila terdapat perubahan atau perbedaan data penerima manfaat peserta/pemberi kerja wajib memberitahukan ke BPJS Ketenagakerjaan paling lambat 1 (satu) bulan sebelum memasuki usia pensiun."
PENERIMA UPAH,PENGERTIAN UMUM,Siapa saja yang berhak menjadi peserta program JKP?,"Kriteria tenaga kerja yang berhak menjadi peserta program JKP adalah:, WNI Belum mencapai usia 54 tahun Pekerja pada PK/BU Skala Usaha Menengah dan Besar yang sudah mengikuti 4 (empat) Program (JKK, JKM, JHT, dan JP) Pekerja pada PK/BU Skala Kecil dan Mikro dengan minimal ikut 3 (tiga) program (JKK, JKM, JHT) Terdaftar sebagai pekerja penerima upah pada Badan Usaha Program JKN BPJS Kesehatan."
PENERIMA UPAH,PENGERTIAN UMUM,"Apakah program JKP diperuntukan bagi semua segmen peserta selain PU, seperti peserta BPU, Jakon, dan PMI?","Program JKP hanya diperuntukkan bagi segmen peserta Penerima Upah (PU), dengan ketentuan:, Skala usaha besar dan menengah sudah mengikuti program JKN, JKK, JKM, JHT, JP Skala usaha kecil dan mikro sudah mengikuti program JKN, JKK, JKM, JHT."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah semua PK/BU wajib ikut JKP?,Program JKP merupakan hak setiap peserta pada segmen PU yang telah memenuhi eligibilitas.
PENERIMA UPAH,PENGERTIAN UMUM,Apakah peserta yang mengikuti program JKN secara mandiri dapat menjadi peserta JKP?,"Apakah berlaku juga syarat minimal masa iur JKN?, Kriteria kepesertaan JKN yang menjadi syarat eligibilitas dalam Program JKP yaitu pekerja/buruh harus terdaftar sebagai peserta PU aktif, bukan tertanggung (Istri/Anak), PBI, maupun Peserta Mandiri Tidak ada syarat minimal masa kepesertaan maupun iuran JKN."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah peserta PKBU skala kecil/mikro yang tidak memiliki badan hukum masuk ke persyaratan eligible PKBU? (contoh usaha perorangan seperti warung dan toko)?,"Setiap PKBU yang berbadan hukum ataupun tidak dan telah terdaftar sebagai peserta program Jamsostek serta memenuhi syarat (eligible) maka berhak atas perlindungan program JKP dengan ketentuan perusahaan telah memenuhi syarat eligibilitas-nya antara lain kepesertaan program JKN dan program jamsostek sesuai skala usaha, menyelesaikan tunggakan iurannya."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah Pekerja dengan status PKWT dan telah habis kontrak termasuk dalam kategori PHK dan dapat mengajukan klaim manfaat JKP?,"Habis kontrak bukan termasuk PHK dan tidak berhak atas manfaat JKP, hal ini sesuai:, UU Ciptakerja Nomor 11 Tahun 2020 Pasal 154A PP 35 Tahun 2021 tentang PKWT, Alih Daya, Waktu Kerja, Waktu Istirahat dan PHK pada Pasal 36 PP 37/2021 pasal 20 Ayat 2."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah yang dimaksud dengan PHK?,Pengakhiran hubungan kerja karena suatu hal tertentu yang mengakibatkan berakhirnya hak dan kewajiban antara Pekerja/Buruh dan Pengusaha.
PENERIMA UPAH,PENGERTIAN UMUM,Apakah pegawai BHL (Buruh Harian Lepas) dapat mengikuti program JKP?,"Contohnya BHL Apakah saat perusahaan baru pada sektor perkebunan?, Setiap Pekerja dengan status PKWT maupun PKWTT yang memenuhi eligibilitas dapat menjadi peserta program JKP, sebagaimana dinyatakan dalam PP 37 tahun 2021 pasal 1 yang menyatakan bahwa peserta Program JKP adalah Pekerja/Buruh yang mempunyai hubungan kerja dan menerima upah atau imbalan bentuk lainnya."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah non ASN bisa mengikuti program JKP?,"Bagi kepesertaan non ASN yang perjanjian kerjanya dalam bentuk PKWT berhak untuk ikut program JKP, sesuai ketentuan PP yang dimaksud peserta Program JKP adalah Pekerja/Buruh yang mempunyai hubungan kerja dan menerima upah atau imbalan bentuk lainnya."
PENERIMA UPAH,PENGERTIAN UMUM,Apakah pegawai PKWT/PKWTT dapat mengikuti program JKP?,"Setiap Pekerja dengan status PKWT maupun PKWTT yang memenuhi eligibilitas dapat menjadi peserta program JKP, sebagaimana dinyatakan dalam PP 37 tahun 2021 pasal 1 yang menyatakan bahwa peserta Program JKP adalah Pekerja/Buruh yang mempunyai hubungan kerja dan menerima upah atau imbalan bentuk lainnya."
PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana cara memilih kepesertaan JKP pada salah satu perusahaan?,"Pekerja dapat memilih kepesertaan program JKP pada salah satu perusahaan melalui kanal JMO (jamsostek Mobile), maupun SSO (aplikasi) di website BPJS Ketenagakerjaan."
PENERIMA UPAH,PENDAFTARAN,Bagaimana caranya badan usaha/pemberi kerja mendaftar untuk menjadi peserta BPJS Ketenagakerjaan?,"Pendaftaran BPJS Ketenagakerjaan dapat dilakukan melalui kanal fisik dan kanal non fisik yang telah disediakan oleh BPJS Ketenagakerjaan., Kanal fisik yang disediakan oleh BPJS Ketenagakerjaan antara lain: Kantor BPJS Ketenagakerjaan Kantor SPO (Service Point Office) Bank kerjasama (Cabang Tertentu): Bank Mandiri, BNI, BRI, BTN. Kantor Pelayanan Terpadu Satu Pintu (PTSP) dan Mall Pelayanan Publik (MPP) yang telah bekerja sama dengan BPJS Ketenagakerjaan. Kanal non fisik yang disediakan oleh BPJS Ketenagakerjaan seperti Pendaftaran Online Mandiri (melalui website BPJS Ketenagakerjaan) www.bpjsketenagakerjaan.go.id, Aplikasi i.saku milik Indomaret, Aplikasi Shopee, Aplikasi Bukalapak, Aplikasi Bukamitra, Aplikasi AYO SRC milik Toko Kelontong Sampoerna Retail Community dan Online Single Submission (OSS)."
PENERIMA UPAH,PENDAFTARAN,Apa sajakah formulir yang wajib diisi pemberi kerja yang akan mendaftarkan dirinya dan pekerjanya ke BPJS Ketenagakerjaan?,"Pemberi kerja yang akan mendaftarkan dirinya dan pekerjanya dalam Program Jaminan Sosial Ketenagakerjaan wajib mengisi dan menyampaikan formulir pendaftaran peserta yang ditetapkan oleh BPJS Ketenagakerjaan, yaitu:, Formulir pendaftaran pemberi kerja (F1) Formulir pendaftaran/perubahan data pekerja (F1a) Formulir rincian iuran pekerja (F2)."
PENERIMA UPAH,PENDAFTARAN,Apakah Warga Negara Asing (WNA) dapat mengikuti Program Jaminan Pensiun dan Program Jaminan Kehilangan Pekerjaan?,"Pekerja Warga Negara Asing tidak dapat didaftarkan menjadi peserta program Jaminan Pensiun (JP) maupun Jaminan Kehilangan Pekerjaan (JKP) karena masa kerja tenaga kerja asing di Indonesia pada umumnya singkat, sedangkan program JP bersifat jangka panjang dan program JKP hanya diperuntukkan bagi Warga Negara Indonesia."
PENERIMA UPAH,PENDAFTARAN,Apa persyaratan pendaftaran tenaga kerja asing (WNA)?,Orang asing yang bekerja paling singkat 6 (enam) bulan di Indonesia dan melampirkan fotokopi paspor serta formulir F1a.
PENERIMA UPAH,PENDAFTARAN,Adakah syarat minimal jumlah tenaga kerja di suatu perusahaan yang akan mendaftar?,Perusahaan wajib mendaftarkan seluruh pekerjanya ke dalam program Jaminan Sosial Ketenagakerjaan.
